id,Title,Year,Runtime,Rating,Language,Country
23675,Temporary Release,2007,90 min,5.5,Danish,Denmark
23676,A Summer in Genoa,2008,93 min,6.0,"English, Italian","UK, Sweden, Cayman Islands"
23677,Georgia Rule,2007,113 min,5.8,English,USA
23678,Henry May Long,2008,100 min,8.0,English,USA
23679,I Want Candy,2007,87 min,5.4,English,UK
23680,Keeper of the Necklace,2007,123 min,8.4,English,USA
23681,Sleeping with the Fishes,2008,85 min,3.5,English,USA
23682,Dance with Him,2007,118 min,5.7,French,France
23683,Hunting and Gathering,2007,97 min,6.8,French,France
23684,L'invité,2007,86 min,5.6,French,France
23685,Mia and the Migoo,2008,92 min,6.7,French,"France, Italy"
23686,In Your Wake,2007,99 min,6.7,French,France
23687,Fear(s) of the Dark,2007,83 min,6.7,French,France
23688,Go West: A Lucky Luke Adventure,2007,90 min,6.2,French,France
23689,Les yeux bandés,2007,81 min,6.0,French,France
23690,Dot.com,2007,103 min,6.5,"Portuguese, Spanish","Portugal, Brazil"
23691,From Now On,2007,97 min,6.9,Portuguese,Portugal
23692,Lobos,2007,100 min,4.4,Portuguese,Portugal
23693,Kotatsu neko,2007,1 h 21 min,,,
23694,Shattered!,2008,128 min,8.0,English,USA
23695,Celebrity Art Show,2008,,4.5,,
23696,Cougar Club,2007,93 min,4.1,English,USA
23697,Cowboy Smoke,2008,,5.6,"English, Spanish",USA
23698,Death at a Funeral,2007,90 min,7.4,English,"USA, Germany, UK, Netherlands"
23699,The Second Wind,2007,155 min,5.7,French,France
23700,Skid Row,2007,80 min,6.3,English,USA
23701,Frank,2007,90 min,4.9,English,USA
23702,It Is Fine! Everything Is Fine.,2007,74 min,7.0,English,USA
23703,Mamma Mia!,2008,108 min,6.4,"English, Greek","USA, UK, Germany"
23704,The Marchioness Disaster,2007,,5.8,English,UK
23705,Namastey London,2007,128 min,7.1,"Hindi, German, Italian",India
23706,Numb,2007,93 min,6.6,English,"Canada, USA"
23707,Winter in Wartime,2008,103 min,7.0,"Dutch, English, German","Netherlands, Belgium"
23708,Red Tail Reborn,2007,54 min,7.9,English,USA
23709,Senseless,2008,87 min,5.8,English,UK
23710,Spine Tingler! The William Castle Story,2007,82 min,7.3,English,USA
23711,Cassandra's Dream,2007,108 min,6.7,English,"USA, UK, France"
23712,Undead or Alive: A Zombedy,2007,91 min,5.2,English,USA
23713,The Black Pimpernel,2007,95 min,6.3,"English, Spanish","Sweden, Mexico, Denmark"
23714,Röllin sydän,2007,78 min,5.7,Finnish,"Finland, Germany, UK, Russia"
23715,The New Man,2007,104 min,6.8,"Finnish, Swedish","Finland, Sweden"
23716,Me,2007,100 min,6.5,"Spanish, German",Spain
23717,The Babysitters,2007,88 min,5.6,English,USA
23718,Bone Eater,2007,90 min,2.9,"English, Italian",USA
23719,Under the Same Moon,2007,106 min,7.3,"Spanish, English","Mexico, USA"
23720,A Dog's Breakfast,2007,88 min,6.8,English,Canada
23721,Molière,2007,120 min,7.2,French,France
23722,On Broadway,2007,98 min,6.6,English,USA
23723,Prayer Life,2008,,5.4,English,USA
23724,Rockaway,2007,78 min,4.4,"English, Spanish, Russian, Dari, French",USA
23725,You Kill Me,2007,93 min,6.5,English,USA
23726,"Adiós, Ana Elisa",2008,,5.7,Spanish,Colombia
23727,Gotas de agua,2007,,,,
23728,The Stolen Man,2007,91 min,6.8,Spanish,Argentina
23729,Madrigal,2007,112 min,6.6,Spanish,Cuba
23730,Shevernatze un ángel corrupto,2007,80 min,6.8,Spanish,Spain
23731,Winter Visitor,2008,95 min,4.2,Spanish,"Spain, Argentina"
23732,¿De quién es el portaligas?,2007,107 min,4.7,"Spanish, English",Argentina
23733,El ángel del acordeon,2008,90 min,5.4,Spanish,Colombia
23734,La luna en botella,2007,97 min,6.0,Spanish,"Spain, UK"
23735,Les pel·lícules del meu pare,2007,98 min,4.8,"Catalan, Spanish, Italian, French, English",Spain
23736,The Longest Night in Shanghai,2007,110 min,6.9,"Japanese, Mandarin, Cantonese","China, Japan"
23737,Polaróides Urbanas,2008,82 min,5.4,Portuguese,Brazil
23738,Return to Gorée,2007,110 min,7.0,"English, French","Switzerland, Luxembourg"
23739,Liebe auf den dritten Blick,2007,88 min,5.4,German,Germany
23740,A Outra Margem,2007,106 min,7.1,Portuguese,Portugal
23741,The Totenwackers,2007,,5.3,Spanish,"Spain, UK"
23742,A Feast of Flesh,2007,77 min,2.5,English,USA
23743,Be Kind Rewind,2008,102 min,6.4,English,"UK, France, USA"
23744,Black Crescent Moon,2008,93 min,4.2,English,USA
23745,Epic Movie,2007,86 min,2.4,English,USA
23746,Body Armour,2007,90 min,4.0,English,"USA, Australia, Germany, Spain, UK"
23747,The Dance,2007,81 min,5.4,English,USA
23748,Delta Farce,2007,90 min,3.6,"English, Spanish",USA
23749,Fly Like Mercury,2008,,6.9,English,USA
23750,Feast of Love,2007,97 min,6.6,English,USA
23751,Raging Inferno,2007,90 min,5.0,German,Germany
23752,Forgetting Sarah Marshall,2008,111 min,7.1,"English, Hawaiian, German, Japanese",USA
23753,Gameface,2007,93 min,8.2,English,USA
23754,Happy Holidays,2008,103 min,7.3,English,USA
23755,"Have Love, Will Travel",2007,,7.2,English,USA
23756,The Hills Have Eyes 2,2007,89 min,5.1,English,USA
23757,The Incredible Hulk,2008,112 min,6.7,"English, Portuguese, Spanish",USA
23758,Joe Strummer: The Future Is Unwritten,2007,124 min,7.6,English,"Ireland, UK"
23759,Sunny,2007,94 min,5.7,German,Germany
23760,Moppel-Ich,2007,89 min,3.5,German,Germany
23761,Nevermore,2007,,7.2,English,USA
23762,Dead Write,2007,88 min,4.1,English,USA
23763,The Red Carpet,2007,88 min,7.9,German,Germany
23764,Secrets of a Hollywood Nurse,2008,,7.5,English,USA
23765,A Simple Promise,2008,95 min,5.0,English,USA
23766,Singularity,2007,96 min,8.3,English,USA
23767,Skills Like This,2007,88 min,6.5,English,USA
23768,Transsiberian,2008,111 min,6.7,"English, Russian, Spanish, Mandarin, French","UK, Germany, Spain, Lithuania"
23769,Tsunami und Steinhaufen,2008,90 min,,German,Germany
23770,Two Families,2007,,6.7,English,"UK, Italy"
23771,Wieners,2008,89 min,4.3,English,USA
23772,Appaloosa,2008,115 min,6.7,"English, Apache languages, Spanish",USA
23773,The Dukes of Hazzard: The Beginning,2007,95 min,4.5,English,USA
23774,May 18,2007,120 min,7.0,Korean,South Korea
23775,Storm Warning,2007,86 min,5.8,English,Australia
23776,No Place,2005,80 min,6.8,English,UK
23777,Life in a Metro,2007,132 min,7.4,Hindi,India
23778,The Tracey Fragments,2007,77 min,6.2,English,Canada
23779,An American Crime,2007,98 min,7.3,English,USA
23780,Bryan Loves You,2008,92 min,2.3,English,USA
23781,Two Times Lotte,2007,80 min,6.8,German,Germany
23782,Hellbride,2007,81 min,3.8,English,UK
23783,Here Is Always Somewhere Else,2007,78 min,8.6,"English, Dutch","USA, Netherlands"
23784,Hoop Reality,2007,90 min,5.5,English,USA
23785,Linha de Passe,2008,113 min,7.1,Portuguese,Brazil
23786,Opium: Diary of a Madwoman,2007,90 min,6.7,"Hungarian, English","Hungary, Germany, USA"
23787,The Promotion,2008,86 min,5.6,"English, Spanish",USA
23788,Southern Gothic,2007,104 min,4.4,English,USA
23789,An American in China,2008,90 min,5.0,"English, Mandarin","China, USA"
23790,Anja & Viktor - Flaming Love,2007,82 min,4.4,Danish,Denmark
23791,Bratz,2007,110 min,3.1,"English, Spanish",USA
23792,Death Sentence,2007,105 min,6.8,English,USA
23793,Familiar Spirits,2007,91 min,4.6,English,USA
23794,Four Seasons Lodge,2008,97 min,6.8,"English, Yiddish, Polish",USA
23795,The Hottie & the Nottie,2008,91 min,1.9,English,USA
23796,Vetka sireni,2007,,5.8,Russian,Luxembourg
23797,Love... & Other 4 Letter Words,2007,87 min,5.4,English,USA
23798,Married Life,2007,91 min,6.2,English,"USA, Canada"
23799,Mother of Tears,2007,102 min,5.1,"Italian, Japanese",Italy
23800,Movie Pizza Love,2008,90 min,7.1,English,USA
23801,P2,2007,98 min,5.9,"English, Portuguese, Spanish",USA
23802,Pool Party,2007,92 min,4.8,English,USA
23803,Rendition,2007,122 min,6.8,"English, Arabic",USA
23804,Sleep Dealer,2008,90 min,6.0,"Spanish, English",Mexico
23805,Sonetàula,2008,157 min,7.0,"Italian, Sardinian","Italy, France, Belgium"
23806,Taxi 4,2007,91 min,5.6,French,France
23807,Shiloh Falls,2007,90 min,3.6,English,USA
23808,The Killing Gene,2007,104 min,5.7,English,UK
23809,Jump In!,2007,85 min,5.3,English,USA
23810,Lars and the Real Girl,2007,106 min,7.3,"English, Spanish","USA, Canada"
23811,The Midnight Meat Train,2008,100 min,6.0,English,"USA, UK"
23812,Secret Music,2007,100 min,,Catalan,"Germany, Spain"
23813,Stir of Echoes: The Homecoming,2007,89 min,4.6,English,"USA, Canada"
23814,Vaterherz,2007,,5.1,German,Germany
23815,Flogging Margaret,2008,98 min,3.7,English,USA
23816,Heyy Babyy,2007,144 min,6.0,Hindi,India
23817,My Sexiest Year,2007,93 min,6.1,English,USA
23818,Children of God: Lost and Found,2007,75 min,6.8,English,USA
23819,Extreme Movie,2008,86 min,3.7,English,USA
23820,The Ramen Girl,2008,102 min,6.3,"English, Japanese","USA, Japan"
23821,L'écart,2007,92 min,6.8,French,Switzerland
23822,Yella,2007,89 min,6.6,German,Germany
23823,Bad Girls,2007,100 min,5.4,Spanish,Mexico
23824,Road Spain,2008,85 min,5.7,Catalan,Spain
23825,It's a Free World...,2007,96 min,7.0,"Persian, Russian, English, Polish","UK, Italy, Germany, Spain, Poland"
23826,Life in the Abyss,2007,90 min,5.2,Catalan,Spain
23827,Achados e Perdidos,2007,102 min,5.8,Portuguese,Brazil
23828,Breakout,2007,100 min,4.8,Swiss German,Switzerland
23829,Marmorera,2007,107 min,5.1,"German, Swiss German, Raeto-Romance",Switzerland
23830,Jellyfish,2007,78 min,7.0,"Hebrew, English, Tagalog, German","Israel, France"
23831,Partner,2007,155 min,5.7,Hindi,India
23832,Dhee,2007,,7.6,Telugu,India
23833,Exodus,2007,200 min,6.4,Italian,Italy
23834,AmericanEast,2008,110 min,6.4,English,USA
23835,Blind,2007,98 min,7.2,Dutch,"Netherlands, Belgium, Bulgaria"
23836,Gone for a Dance,2007,103 min,5.9,French,"Belgium, Luxembourg"
23837,The Camden 28,2007,83 min,7.5,English,USA
23838,Death Club,2008,,6.2,"English, Spanish","Argentina, USA"
23839,Les deux mondes,2007,105 min,5.6,French,France
23840,Easy Virtue,2008,97 min,6.7,"English, French","UK, Canada"
23841,The Ferryman,2007,100 min,4.7,English,"New Zealand, UK"
23842,Fiesta Patria,2008,100 min,6.5,"English, Spanish",Chile
23843,Funny Games,2007,111 min,6.6,English,"USA, France, UK, Austria, Germany, Italy"
23844,Hallows Point,2007,120 min,4.0,English,USA
23845,Honeymoon Travels Pvt. Ltd.,2007,118 min,6.1,"Hindi, English, Bengali, Urdu, Bhojpuri",India
23846,L'abbuffata,2007,100 min,5.3,Italian,Italy
23847,The Heir Apparent: Largo Winch,2008,108 min,6.5,"French, English, Serbian, Portuguese","France, Belgium"
23848,The Last Trimester,2007,91 min,5.6,English,"Canada, USA"
23849,Life Support,2007,87 min,6.7,English,USA
23850,"Lust, Caution",2007,157 min,7.5,"Mandarin, Japanese, English, Shanghainese, Hindi, Cantonese","USA, China, Taiwan"
23851,McBride: Semper Fi,2007,90 min,6.4,English,USA
23852,Neal Cassady,2007,80 min,6.6,English,USA
23853,"New York, I Love You",2008,103 min,6.2,"English, French, Cantonese, Gujarati, Yiddish","USA, Bahrain"
23854,One Long Night,2007,90 min,4.3,English,"Mexico, USA"
23855,Persepolis,2007,96 min,8.0,"French, English, Persian, German","France, USA"
23856,Pornorama,2007,94 min,5.4,"German, Italian",Germany
23857,A Raisin in the Sun,2008,131 min,6.5,English,USA
23858,Sambar Salsa,2007,99 min,3.4,English,UK
23859,The Year of the Wolf,2007,95 min,6.1,Finnish,Finland
23860,Atlas de geografía humana,2007,,5.2,Spanish,Spain
23861,In the City of Sylvia,2007,84 min,6.9,"French, Spanish","Spain, France"
23862,Lagerfeld Confidential,2007,89 min,6.7,"English, French",France
23863,The Accidental Husband,2008,90 min,5.6,"English, Hindi, German","USA, Ireland"
23864,13 Roses,2007,100 min,6.8,Spanish,"Spain, Italy"
23865,Meet the Head of Juan Pérez,2008,83 min,6.9,Spanish,Mexico
23866,Empties,2007,104 min,7.3,"Czech, German","Czech Republic, UK, Denmark"
23867,Scrambled Beer,2007,88 min,6.3,Spanish,Chile
23868,4Chosen: The Documentary,2008,,,English,USA
23869,Black Sun,2007,93 min,5.4,Italian,"Italy, France"
23870,Bound by Blood,2007,1 min,5.1,"English, Korean",USA
23871,The Deaths of Ian Stone,2007,87 min,5.6,English,"UK, USA"
23872,Free Rainer,2007,130 min,6.7,German,"Austria, Germany"
23873,Gospel Hill,2008,99 min,5.4,English,USA
23874,High School Musical 2,2007,104 min,5.0,English,USA
23875,The Last Sin Eater,2007,117 min,5.6,English,USA
23876,Live!,2007,96 min,5.9,English,USA
23877,Look,2007,102 min,6.6,English,USA
23878,Everything's Cool,2007,89 min,6.8,English,USA
23879,The Nines,2007,100 min,6.3,"English, American Sign Language, Spanish, Latin",USA
23880,Saxon,2007,92 min,4.4,English,UK
23881,Shootout at Lokhandwala,2007,122 min,7.1,Hindi,India
23882,Speed Racer,2008,135 min,6.0,English,"USA, Australia, Germany"
23883,Sugar Creek,2007,95 min,3.3,English,USA
23884,The Ten,2007,96 min,5.0,"English, Spanish","USA, Mexico"
23885,To Love and Die,2008,,6.2,English,USA
23886,Turn the River,2007,92 min,5.8,English,USA
23887,The Love Guru,2008,87 min,3.8,English,"UK, Germany, USA"
23888,Wetlands Preserved: The Story of an Activist Nightclub,2008,93 min,7.8,English,USA
23889,The Wild Guys 4,2007,110 min,3.5,"Dutch, German","Germany, Bahamas"
23890,Elias and the Royal Yacht,2007,76 min,5.6,Norwegian,Norway
23891,Café solo o con ellas,2007,94 min,5.2,Spanish,Spain
23892,Ex Drummer,2007,100 min,7.0,"Dutch, Flemish","Belgium, France, Italy"
23893,Pudor,2007,106 min,5.9,Spanish,Spain
23894,Solitary Fragments,2007,135 min,6.9,Spanish,Spain
23895,Le deal,2007,91 min,5.7,French,France
23896,The Counterfeiters,2007,99 min,7.6,"German, Russian, English, Hebrew","Austria, Germany"
23897,A Stray Girlfriend,2007,85 min,6.2,Spanish,Argentina
23898,Marco Polo,2007,165 min,6.0,English,USA
23899,24: Redemption,2008,84 min,7.5,English,USA
23900,The Amazing Truth About Queen Raquela,2008,80 min,5.9,"Icelandic, Visayan, English, Thai","Iceland, Philippines, France, Thailand"
23901,American Grandmaster: The Life and Death of Mr. Parker,2008,64 min,,English,USA
23902,Andre omgang,2007,84 min,5.0,Norwegian,Norway
23903,Apne,2007,173 min,6.0,Hindi,India
23904,Blessed Is the Match: The Life and Death of Hannah Senesh,2008,86 min,7.0,English,USA
23905,Caravaggio,2007,180 min,6.8,Italian,"Italy, France, Spain, Germany"
23906,Celia: The Queen,2008,96 min,8.7,English,USA
23907,Devil Girl,2007,83 min,3.7,English,USA
23908,Equality U,2008,90 min,7.2,English,USA
23909,Fight: War of Words,2007,,9.1,English,USA
23910,The Hammer,2007,88 min,7.2,English,USA
23911,Hank and Mike,2008,86 min,6.0,English,"Canada, USA"
23912,Héros,2007,116 min,5.8,French,France
23913,In God's Country,2007,86 min,6.3,English,Canada
23914,Nevalyashka,2007,92 min,5.8,Russian,Russia
23915,Seven Pounds,2008,123 min,7.6,"English, Spanish",USA
23916,Trigger Man,2007,80 min,4.6,English,USA
23917,Notte prima degli esami - Oggi,2007,102 min,5.2,Italian,Italy
23918,T.K.O.,2007,92 min,3.3,English,USA
23919,Academy of Doom,2008,90 min,6.0,English,USA
23920,Pur week-end,2007,,4.5,French,France
23921,Anna M.,2007,106 min,6.7,French,France
23922,Frontier(s),2007,108 min,6.2,"French, German","France, Switzerland"
23923,Waiting for Someone,2007,95 min,6.3,French,France
23924,Parc,2008,109 min,5.3,"French, English",France
23925,The Price to Pay,2007,95 min,5.6,"French, English",France
23926,La tête de maman,2007,95 min,6.2,French,France
23927,In the Arms of My Enemy,2007,85 min,6.6,French,"Belgium, France, Canada"
23928,Actresses,2007,107 min,5.8,"French, Italian",France
23929,Agent Crush,2008,93 min,5.8,English,"UK, USA"
23930,Take,2007,98 min,5.9,English,USA
23931,Dale,2007,99 min,8.7,English,USA
23932,The Gay Bed and Breakfast of Terror,2007,110 min,3.6,English,USA
23933,The Greatest Show Ever,2007,,6.4,English,USA
23934,Counting Backwards,2007,89 min,8.2,English,USA
23935,The Life Before Her Eyes,2007,90 min,6.3,English,USA
23936,Natural Born Star,2007,,7.5,"Norwegian, Italian",Norway
23937,We Pedal Uphill,2008,111 min,8.4,English,USA
23938,Redrum,2007,88 min,4.1,English,USA
23939,Sharp as Marbles,2008,84 min,3.8,English,Canada
23940,Religulous,2008,101 min,7.6,"English, Hebrew, Arabic, Persian, Spanish",USA
23941,Sydney White,2007,108 min,6.2,English,USA
23942,Taos,2008,89 min,6.8,English,USA
23943,One Day Like Rain,2007,90 min,4.7,English,USA
23944,Dos rivales casi iguales,2007,,4.8,Spanish,"Portugal, Spain"
23945,Lo mejor de mí,2007,85 min,6.3,Spanish,Spain
23946,Acné,2008,87 min,5.2,"Spanish, English, Hebrew","Uruguay, Argentina, Spain, Mexico, USA"
23947,Schuld und Unschuld,2007,176 min,7.3,German,Germany
23948,Hui lu,2007,,2.9,Mandarin,Hong Kong
23949,Fight or Flight,2007,84 min,7.7,English,Ireland
23950,Terapias alternativas,2007,100 min,6.6,Spanish,Argentina
23951,4 Copas,2008,110 min,6.0,Portuguese,Portugal
23952,Behind the Clouds,2007,86 min,6.8,Portuguese,Portugal
23953,Fired!,2007,71 min,5.6,English,USA
23954,Vanechka,2007,103 min,6.0,Russian,Russia
23955,Black Water,2007,90 min,5.9,English,Australia
23956,High Stakes,2008,85 min,4.7,English,UK
23957,Imprint,2007,84 min,5.7,English,USA
23958,Jack Brooks: Monster Slayer,2007,85 min,5.9,English,Canada
23959,Jump!,2007,105 min,6.0,English,Austria
23960,Kabluey,2007,86 min,6.6,English,USA
23961,Lake Mungo,2008,87 min,6.3,English,Australia
23962,Paris Nord Sud,2008,82 min,,French,France
23963,Poor Boy's Game,2007,104 min,6.4,English,Canada
23964,Shelter Me,2007,98 min,6.2,Italian,"Italy, France"
23965,Ruby Blue,2007,106 min,6.8,English,"UK, Belgium"
23966,Speed,2007,102 min,2.9,Hindi,India
23967,Tehilim,2007,96 min,6.0,Hebrew,"France, Israel, USA"
23968,Twisted Fortune,2007,,7.0,English,USA
23969,Gandhi Park,2007,105 min,8.0,English,USA
23970,Secret Sunshine,2007,142 min,7.5,Korean,South Korea
23971,The Tattooist,2007,92 min,5.1,"English, Samoan","New Zealand, Netherlands, Singapore"
23972,The Resurrection,2008,,3.7,English,USA
23973,Drillbit Taylor,2008,110 min,5.7,English,USA
23974,Never Forever,2007,104 min,6.5,"Korean, English","South Korea, USA"
23975,Hellboy Animated: Blood and Iron,2007,75 min,6.8,"English, Latin",USA
23976,Legend of King Naresuan: Hostage of Hongsawadi,2007,163 min,7.0,Thai,Thailand
23977,That Crook'd 'Sipp,2007,,6.6,English,USA
23978,5 Lies,2007,100 min,4.6,Norwegian,Norway
23979,Bis zum Ellenbogen,2007,90 min,6.4,German,Germany
23980,Inju: The Beast in the Shadow,2008,105 min,5.4,"French, Japanese, English","France, Japan"
23981,The Mudboy,2007,103 min,6.3,"Spanish, Gallegan, Catalan","Argentina, Spain"
23982,The Alphabet Killer,2008,98 min,5.2,English,USA
23983,The Little Traitor,2007,88 min,6.9,"Hebrew, English","Israel, USA"
23984,Shoot First and Pray You Live (Because Luck Has Nothing to Do with It),2008,110 min,6.2,English,USA
23985,Mortal Fools,2008,83 min,5.9,English,Australia
23986,Von Müttern und Töchtern,2007,90 min,4.8,German,Germany
23987,All My Friends Are Leaving Brisbane,2007,76 min,5.6,English,Australia
23988,Bombil and Beatrice,2007,,5.9,English,"UK, India"
23989,Longing for the Moment,2008,1 h 26 min,,,
23990,The Edge of Love,2008,110 min,6.3,"English, Welsh",UK
23991,"Mommy, Mommy",2007,60 min,5.2,English,Canada
23992,Summerhood,2008,88 min,6.7,English,"Canada, USA"
23993,Ma chi l'avrebbe mai detto...,2007,200 min,5.0,Italian,Italy
23994,All That Is Hidden,2008,120 min,4.9,English,Canada
23995,Babysitter Wanted,2008,93 min,5.4,English,USA
23996,The Matrimony,2007,91 min,5.4,Mandarin,China
23997,Play Me a Love Song,2007,106 min,7.6,Croatian,Croatia
23998,True Miracle,2007,107 min,6.8,Croatian,Croatia
23999,Traffic Signal,2007,130 min,6.5,Hindi,India
24000,La face cachée,2007,93 min,5.5,French,"Belgium, France"
24001,The End,2007,104 min,7.2,Hungarian,Hungary
24002,Liebe nach Rezept,2007,,4.7,German,Germany
24003,100 Films and a Funeral,2007,,7.2,English,Canada
24004,El acuarelista,2008,,5.9,Spanish,Peru
24005,The Blood Shed,2007,73 min,6.2,English,USA
24006,La crisis carnívora,2007,78 min,4.5,Spanish,Spain
24007,Milan Palermo - The Return,2007,95 min,5.0,Italian,Italy
24008,"Tokyo Tower: Mom and Me, and Sometimes Dad",2007,142 min,7.5,Japanese,Japan
24009,Villa tranquila,2007,,6.8,Spanish,Spain
24010,Drifter,2008,100 min,4.3,English,Netherlands
24011,Hero Tomorrow,2007,93 min,7.4,English,USA
24012,Left for Dead,2007,82 min,4.8,English,Canada
24013,Subdivided,2007,45 min,8.2,,
24014,Bury My Heart at Wounded Knee,2007,133 min,7.1,English,USA
24015,All Roads Lead Home,2008,108 min,5.8,"English, Italian",USA
24016,3:19,2008,90 min,5.5,Spanish,"Spain, Mexico"
24017,Death Toll,2008,90 min,2.3,"English, French",USA
24018,Peyote to LSD: A Psychedelic Odyssey,2008,100 min,7.5,English,USA
24019,Equal Opportunity,2007,,7.1,English,USA
24020,Fan-Demanium,2007,,5.6,,
24021,God's Ears,2008,117 min,7.8,English,USA
24022,Kissing Cousins,2008,98 min,5.5,English,USA
24023,Lady Samurai,2007,,4.7,English,USA
24024,Man Maid,2008,86 min,4.5,English,USA
24025,Marley & Me,2008,115 min,7.1,English,USA
24026,Rails & Ties,2007,101 min,6.7,English,USA
24027,Shooter,2007,124 min,7.2,English,USA
24028,Socket,2007,93 min,4.1,English,USA
24029,Make It Happen,2008,90 min,5.4,English,USA
24030,Meeting Resistance,2007,84 min,7.7,"Arabic, English",USA
24031,The Romance of Astrea and Celadon,2007,109 min,6.4,French,"France, Italy, Spain"
24032,Dus Kahaniyaan,2007,110 min,5.7,Hindi,India
24033,Jane Doe: Ties That Bind,2007,80 min,6.0,English,USA
24034,On Evil Grounds,2007,82 min,5.4,German,Austria
24035,Operazione pilota,2007,200 min,7.9,Italian,Italy
24036,The Life o'Simon,2008,1 h 15 min,,,
24037,UV,2007,102 min,5.6,French,France
24038,Three Girls,2007,,6.5,"Azerbaijani, German, Russian","Azerbaijan, Russia"
24039,Capitaine Achab,2007,100 min,6.1,French,"Sweden, France"
24040,The Descendant,2007,95 min,5.1,English,Canada
24041,Female Agents,2008,148 min,6.8,"French, German, English",France
24042,Speechless,2007,110 min,5.4,Hindi,India
24043,Swingtime,2007,,7.8,Czech,Czech Republic
24044,That Day,2007,95 min,6.3,French,"Switzerland, France"
24045,Wolfsbergen,2007,93 min,6.2,"Dutch, French","Belgium, Netherlands"
24046,"You, Me, Love",2007,84 min,6.6,English,Canada
24047,Changeling,2008,141 min,7.7,English,USA
24048,American Pastime,2007,105 min,6.6,English,USA
24049,The Bucket List,2007,97 min,7.4,English,USA
24050,The Candidate,2007,95 min,6.4,French,France
24051,Caramel,2007,95 min,7.1,"Arabic, French","France, Lebanon"
24052,Counter Investigation,2007,85 min,6.7,French,France
24053,Conversations with My Gardener,2007,109 min,7.1,French,France
24054,Délice Paloma,2007,134 min,6.7,"Arabic, French","France, Algeria"
24055,L'ennemi intime,2007,111 min,6.9,"French, Arabic, Kabyle","France, Morocco"
24056,L'homme qui marche,2007,83 min,7.3,French,France
24057,Please Don't Go,2007,95 min,5.4,French,France
24058,Jean de La Fontaine - Le défi,2007,100 min,4.7,French,France
24059,The Other Possibility,2007,83 min,8.4,English,UK
24060,20 Years After,2008,95 min,3.2,English,USA
24061,Little Bruno,2007,,4.4,English,USA
24062,Sans moi,2007,90 min,5.4,French,France
24063,The Trouble with Romance,2007,88 min,4.4,English,USA
24064,And Then Came Love,2007,90 min,4.7,English,USA
24065,The Calling Game,2007,84 min,6.7,German,Germany
24066,Silly's Sweet Summer,2007,90 min,7.0,German,Germany
24067,Die Liebesflüsterin,2008,90 min,6.0,German,Germany
24068,Ein Paradies für Pferde,2007,90 min,4.4,German,"Austria, Germany"
24069,Tango zu dritt,2007,90 min,4.9,German,Germany
24070,El estafador,2007,,,Spanish,Spain
24071,The Mystery of Sintra,2007,98 min,7.0,"Portuguese, English, Spanish","Portugal, Brazil"
24072,My Class - Was aus uns wurde,2008,90 min,8.1,Russian,"Germany, Switzerland, UK, France"
24073,Perfect Future,2008,,,Spanish,Argentina
24074,Bányató,2007,52 min,7.4,,
24075,Capers,2008,86 min,5.4,English,USA
24076,Csendkút,2007,84 min,5.0,Hungarian,Hungary
24077,Donovan Slacks,2007,96 min,6.1,English,"UK, USA"
24078,Fighting with Anger,2007,90 min,4.9,English,USA
24079,Great World of Sound,2007,106 min,6.7,English,USA
24080,Hacia la oscuridad,2007,94 min,5.9,"Spanish, English",USA
24081,Ibid,2008,89 min,4.6,English,USA
24082,The Indian,2007,91 min,7.9,English,USA
24083,Lipshitz Saves the World,2007,,8.6,English,USA
24084,Catcher: Cat City 2,2007,90 min,5.1,Hungarian,Hungary
24085,All of Us,2008,82 min,7.5,"English, Amharic",USA
24086,Night Junkies,2007,90 min,4.6,English,UK
24087,Our Feature Presentation,2008,,6.5,English,USA
24088,Police,2007,113 min,6.7,Turkish,Turkey
24089,Presque Isle,2008,,6.7,English,USA
24090,Rain in the Mountains,2007,90 min,5.1,English,USA
24091,Extraordinary Rendition,2007,77 min,5.4,English,UK
24092,Sweet Tessie and Bags,2008,,8.2,English,USA
24093,Untitled Christine Taylor Project,2007,,7.0,English,USA
24094,Off Hollywood,2007,,7.0,Hungarian,Hungary
24095,Flight of the Red Balloon,2007,115 min,6.6,"French, Mandarin","France, Taiwan"
24096,Desperate Escape,2007,90 min,3.7,English,USA
24097,Strange Girls,2007,98 min,5.6,English,USA
24098,Watercolors,2008,114 min,6.4,English,USA
24099,The Alpha Diaries,2007,65 min,8.6,"Hebrew, Arabic",Israel
24100,Truth in Terms of Beauty,2007,,8.1,English,USA
24101,Billo - Il Grand Dakhaar,2007,90 min,6.7,"Wolof, Italian","Senegal, Italy"
24102,"My Friends, My Love",2008,99 min,5.6,French,France
24103,La fine del mare,2007,107 min,6.6,Italian,"Germany, France, Italy"
24104,I Always Wanted to Be a Gangster,2007,113 min,7.1,French,France
24105,"Don't Waste Your Time, Johnny!",2007,104 min,6.3,Italian,Italy
24106,Mosquita muerta,2007,97 min,3.9,Spanish,Mexico
24107,Nina Frisk,2007,83 min,5.0,Swedish,Sweden
24108,Blackwater Fever,2008,70 min,5.5,Dutch,Netherlands
24109,Primo Basílio,2007,106 min,5.8,Portuguese,Brazil
24110,Moondance Alexander,2007,94 min,6.2,English,USA
24111,The Shadows,2007,80 min,5.6,English,USA
24112,The Take,2007,96 min,5.8,English,USA
24113,Exploring Love,2007,105 min,7.0,English,USA
24114,Garden Party,2008,88 min,5.5,English,USA
24115,Shredderman Rules,2007,96 min,5.3,English,USA
