id,fullName
941,Tim Roth
942,Helena Bonham Carter
943,Roscoe Lee Browne
944,Corey Burton
945,Dane A. Davis
946,Joseph Gordon-Levitt
947,Kevin Isola
948,Aida Turturro
949,Stephen Mailer
950,David Burtka
951,Christian Clavier
952,Gérard Depardieu
953,Roberto Benigni
954,Michel Galabru
955,Alessandro Nivola
956,Josh Brolin
957,Gene Wolande
958,Carmine Giovinazzo
959,Louis Ferreira
960,Karen Black
961,Peter Onorati
962,Ariane Ascaride
963,Vincent Elbaz
964,Rossy de Palma
965,Jonny Lee Miller
966,Iain Robertson
967,Ken Stott
968,Beth Toussaint
969,Roger Jackson
970,Kelly Rutherford
971,Matt Damon
972,Gwyneth Paltrow
973,Jeremy W. Auman
974,Scott Sener
975,Skeet Ulrich
976,Nicolas Cage
977,Joaquin Phoenix
978,James Gandolfini
979,Peter Stormare
980,Mara Wilson
981,Roberts Blossom
982,Fredric Lehne
983,Russell Crowe
984,Mary McCormack
985,Lochlyn Munro
986,Carol Alexander
987,Michael J Rogers
988,Huey Lewis
989,Bruce Arntson
990,Jackie Welch
991,Mark Cabus
992,Jim Varney
993,Mark Adair-Rios
994,Susan Blakely
995,Mark Daniel Cade
996,Trevor Goddard
997,Radha Mitchell
998,Cole Hauser
999,Keith David
1000,James Marshall
1001,Olivia d'Abo
1002,Jeremy Foley
1003,Sam McMurray
1004,James Spader
1005,Angela Bassett
1006,Robert Forster
1007,Lou Diamond Phillips
1008,Tahnee Welch
1009,Currie Graham
1010,Anne Marie DeLuise
1011,William McNamara
1012,Amy Locane
1013,Frederic Forrest
1014,Priscilla Barnes
1015,Leonid Kanevskiy
1016,Liron Levo
1017,Levana Finkelstein
1018,Vsevolod Gavrilov
1019,Blake Heron
1020,A Martinez
1021,Russell Means
1022,Wes Studi
1023,Oliver Korittke
1024,Markus Knüfken
1025,Ralf Richter
1026,Diether Krebs
1027,Myriam Abbas
1028,Dominique Horwitz
1029,Oliver Breite
1030,Susanne Bormann
1031,Jürgen Vogel
1032,Nadeshda Brennicke
1033,Mathias Herrmann
1034,Hilmi Sözer
1035,Zack Hopkins
1036,Jason Andrews
1037,Réal Andrews
1038,Athena Cansino
1039,Rod Biermann
1040,Allison Dean
1041,Peter Gibson
1042,Shawnee Free Jones
1043,Gandi Mukli
1044,Baki Davrak
1045,Erdal Yildiz
1046,Inge Keller
1047,Kelly Cross
1048,Mark Hanson
1049,Rick Herod
1050,Michael Marco
1051,Edward Schofield
1052,Douglas Langdale
1053,John Frederick Jones
1054,Jill McLean
1055,Thomas Brandise
1056,Mariana Carreno
1057,Robert Alexander
1058,Aesha Waks
1059,Jennifer Rubin
1060,Erik Palladino
1061,Billy Jayne
1062,Tony Denison
1063,Tom Wegener
